target_id	length	eff_length	est_counts	tpm
CPERKG00000000051.2	1969	1758.13	170.96	1.31475
CPERKG00000000052.1	1274	1063.13	12948	164.67
CPERKG00000000053.1	11405	11194.1	4291.61	5.18356
CPERKG00000000054.1	3935	3724.13	889.747	3.23028
CPERKG00000000055.1	3693	3482.13	30.6406	0.118973
CPERKG00000000056.1	1274	1063.13	1175	14.9434
CPERKG00000000057.1	3175	2964.13	10367	47.2883
CPERKG00000000058.1	2991	2780.13	3661	17.8046
CPERKG00000000059.1	513	308.526	7339	321.62
CPERKG00000000060.1	417	221.029	9899	605.535
CPERKG00000000061.1	1314	1103.13	10	0.122567
CPERKG00000000062.1	1106	895.125	385	5.81533
CPERKG00000000063.1	1025	814.125	1	0.0166076
CPERKG00000000064.1	2258	2047.13	261	1.72383
CPERKG00000000065.1	11178	10967.1	1715	2.11431
CPERKG00000000066.1	10296	10085.1	98.6524	0.132259
CPERKG00000000067.1	9058	8847.13	4389.35	6.70803
CPERKG00000000068.1	3336	3125.13	945	4.08848
CPERKG00000000069.1	1554	1343.13	883	8.88877
CPERKG00000000070.1	1621	1410.13	21	0.201353
CPERKG00000000071.1	582	374.371	100	3.61156
CPERKG00000000072.1	1194	983.125	14	0.192538
CPERKG00000000073.1	2589	2378.13	4664	26.5168
CPERKG00000000074.1	2013	1802.13	18923	141.972
CPERKG00000000075.1	1866	1655.13	272	2.22196
CPERKG00000000076.1	1176	965.125	451	6.31815
CPERKG00000000077.1	2334	2123.13	2195	13.9784
CPERKG00000000078.1	2062	1851.13	1945.18	14.2076
CPERKG00000000079.1	801	590.19	1127.82	25.8373
CPERKG00000000080.1	3684	3473.13	6116	23.8092
CPERKG00000000081.1	1223	1012.13	12412	165.808
CPERKG00000000082.1	2337	2126.13	92	0.585055
CPERKG00000000083.1	5923	5712.13	248.607	0.588454
CPERKG00000000084.1	2850	2639.13	263.138	1.3481
CPERKG00000000085.1	2757	2546.13	6166	32.7432
CPERKG00000000086.1	1401	1190.13	0	0
CPERKG00000000087.1	2303	2092.13	2410.52	15.5783
CPERKG00000000087.2	2373	2162.13	120.308	0.752335
CPERKG00000000088.1	915	704.125	2331.17	44.7632
CPERKG00000000089.1	1861	1650.13	405	3.31845
CPERKG00000000090.1	2126	1915.13	70	0.494195
CPERKG00000000091.1	1551	1340.13	0	0
CPERKG00000000092.1	4348	4137.13	43	0.140529
CPERKG00000000093.1	3102	2891.13	4220	19.7353
CPERKG00000000094.1	1065	854.125	87	1.37719
CPERKG00000000095.1	1128	917.125	0	0
CPERKG00000000096.1	4507	4296.13	84	0.264362
CPERKG00000000097.1	3082	2871.13	1370	6.45158
CPERKG00000000098.1	609	400.591	3435	115.937
CPERKG00000000099.1	6177	5966.13	7917.34	17.9426
CPERKG00000000100.1	2358	2147.13	1448.66	9.12234
CPERKG00000000101.1	2078	1867.13	4291	31.073
CPERKG00000000102.1	2756	2545.13	680	3.61241
CPERKG00000000103.1	2977	2766.13	12106.1	59.1738
CPERKG00000000104.1	1689	1478.13	4616.91	42.2316
CPERKG00000000105.1	3237	3026.13	3109	13.8909
CPERKG00000000106.1	2897	2686.13	6043.07	30.4179
CPERKG00000000107.1	1935	1724.13	1414.93	11.0959
CPERKG00000000108.1	2293	2082.13	22005	142.893
CPERKG00000000109.1	1221	1010.13	0	0
CPERKG00000000110.1	1096	885.125	3973	60.6892
CPERKG00000000111.1	2505	2294.13	1921	11.3216
CPERKG00000000112.1	5162	4951.13	327	0.892979
CPERKG00000000113.1	2920	2709.13	807	4.02756
CPERKG00000000114.1	2073	1862.13	1638	11.8933
CPERKG00000000115.1	2733	2522.13	1266	6.78679
CPERKG00000000116.1	1080	869.125	0	0
CPERKG00000000117.1	4735	4524.13	30.9219	0.0924122
CPERKG00000000117.2	4287	4076.13	66694.4	221.227
CPERKG00000000117.3	4661	4450.13	0	0
CPERKG00000000117.4	4815	4604.13	1059.72	3.11201
CPERKG00000000118.1	3321	3110.13	0	0
CPERKG00000000119.1	3083	2872.13	2263	10.6532
CPERKG00000000120.1	1377	1166.13	4178	48.4418
CPERKG00000000121.1	1155	944.125	1204	17.2423
CPERKG00000000122.1	1625	1414.13	2447	23.3961
CPERKG00000000123.1	981	770.125	329.535	5.78546
CPERKG00000000124.1	1752	1541.13	620.465	5.44348
CPERKG00000000125.1	2060	1849.13	10303	75.3347
CPERKG00000000126.1	2835	2624.13	845	4.35381
CPERKG00000000127.1	807	596.19	1580	35.8319
CPERKG00000000128.1	479	277.692	79	3.84646
CPERKG00000000129.1	844	633.19	2151	45.9308
CPERKG00000000130.1	1050	839.125	2262	36.4471
CPERKG00000000131.1	834	623.19	275	5.96636
CPERKG00000000132.1	1370	1159.13	2873	33.5122
CPERKG00000000133.1	1680	1469.13	4	0.0368128
CPERKG00000000134.1	1671	1460.13	2	0.0185198
CPERKG00000000135.1	1769	1558.13	535	4.64247
CPERKG00000000136.1	2111	1900.13	4058	28.8753
CPERKG00000000137.1	1008	797.125	674.578	11.442
CPERKG00000000138.1	1726	1515.13	1905.42	17.0036
CPERKG00000000139.1	1119	908.125	1640	24.4172
CPERKG00000000140.1	5249	5038.13	6164	16.5421
CPERKG00000000141.1	1074	863.125	2216	34.7131
CPERKG00000000142.1	1937	1726.13	172	1.34727
CPERKG00000000143.1	6363	6152.13	2762	6.0701
CPERKG00000000144.1	2019	1808.13	4595	34.3601
CPERKG00000000145.1	1415	1204.13	2892	32.4731
CPERKG00000000146.1	1494	1283.13	5	0.0526864
CPERKG00000000147.1	1973	1762.13	2650	20.3332
CPERKG00000000148.1	1654	1443.13	727	6.81127
CPERKG00000000149.1	2541	2330.13	3877	22.4964
CPERKG00000000150.1	2505	2294.13	2041	12.0288
CPERKG00000000151.1	459	259.154	0	0
CPERKG00000000152.1	1969	1758.13	754	5.79854
CPERKG00000000153.1	912	701.125	1159	22.3504
CPERKG00000000154.1	2037	1826.13	919	6.80428
CPERKG00000000155.1	951	740.125	8932	163.17
CPERKG00000000156.1	2126	1915.13	95	0.670693
CPERKG00000000157.1	372	182.679	482	35.6743
CPERKG00000000158.1	1666	1455.13	3696	34.3423
CPERKG00000000159.1	1601	1390.13	5842	56.8205
CPERKG00000000160.1	2132	1921.13	4321	30.4107
CPERKG00000000161.1	6078	5867.13	2090.94	4.81852
CPERKG00000000162.1	2499	2288.13	4368.06	25.8111
CPERKG00000000163.1	2122	1911.13	15226	107.719
CPERKG00000000164.1	2922	2711.13	1253	6.24883
CPERKG00000000165.1	3627	3416.13	824	3.2613
CPERKG00000000166.1	2108	1897.13	35	0.249442
CPERKG00000000167.1	2534	2323.13	3141	18.2807
CPERKG00000000168.1	1389	1178.13	1240	14.2307
CPERKG00000000169.1	1262	1051.13	7722	99.3282
CPERKG00000000170.1	1141	930.125	28683.4	416.952
CPERKG00000000171.1	1368	1157.13	387.632	4.52935
CPERKG00000000172.1	2080	1869.13	3817	27.6109
CPERKG00000000173.1	1346	1135.13	119033	1417.82
CPERKG00000000174.1	3507	3296.13	1842.99	7.55992
CPERKG00000000175.1	12147	11936.1	1305	1.47824
CPERKG00000000176.1	1485	1274.13	1411	14.9731
CPERKG00000000177.1	2253	2042.13	218	1.44335
CPERKG00000000178.1	780	569.305	67	1.59121
CPERKG00000000179.1	943	732.125	2565	47.3696
CPERKG00000000180.1	13542	13331.1	1989	2.01728
CPERKG00000000181.1	10620	10409.1	1884.43	2.44773
CPERKG00000000182.1	1086	875.125	3244.57	50.1285
CPERKG00000000183.1	1791	1580.13	41	0.350824
CPERKG00000000184.1	3978	3767.13	7265	26.0749
CPERKG00000000185.1	2063	1852.13	788	5.75246
CPERKG00000000186.1	2029	1818.13	8352	62.1104
CPERKG00000000187.1	4827	4616.13	7114.51	20.8384
CPERKG00000000188.1	1686	1475.13	1013.49	9.28944
CPERKG00000000189.1	1297	1086.13	5182	64.5082
CPERKG00000000190.1	2273	2062.13	34890	228.762
CPERKG00000000191.1	1650	1439.13	21544	202.407
CPERKG00000000192.1	1336	1125.13	4548	54.6534
CPERKG00000000193.1	2633	2422.13	2441	13.626
CPERKG00000000194.1	1470	1259.13	1395	14.9797
CPERKG00000000195.1	1383	1172.13	926	10.6816
CPERKG00000000196.1	3297	3086.13	2705	11.8509
CPERKG00000000197.1	2349	2138.13	0	0
CPERKG00000000198.1	657	447.452	1449	43.7844
CPERKG00000000199.1	2277	2066.13	2355	15.411
CPERKG00000000200.1	1493	1282.13	761	8.02512
CPERKG00000000201.1	4230	4019.13	1205	4.05371
CPERKG00000000202.1	2700	2489.13	0	0
CPERKG00000000203.1	2626	2415.13	2744	15.3618
CPERKG00000000204.1	1011	800.125	0	0
CPERKG00000000205.1	4366	4155.13	1276	4.15206
CPERKG00000000206.1	1722	1511.13	1617	14.4679
CPERKG00000000207.1	1707	1496.13	3586	32.4071
CPERKG00000000208.1	2327	2116.13	506	3.23301
CPERKG00000000209.1	2037	1826.13	5553.35	41.117
CPERKG00000000210.1	2820	2609.13	1581.65	8.19623
CPERKG00000000211.1	3360	3149.13	1383.85	5.94151
CPERKG00000000212.1	5475	5264.13	1999.15	5.13472
CPERKG00000000213.1	438	239.903	1613	90.9068
CPERKG00000000214.1	477	275.863	2	0.0980245
CPERKG00000000215.1	863	652.125	13494	279.774
CPERKG00000000216.1	2043	1832.13	342	2.52388
CPERKG00000000217.1	1593	1382.13	1096	10.7216
CPERKG00000000218.1	2176	1965.13	1604	11.036
CPERKG00000000219.1	2259	2048.13	7	0.0462103
CPERKG00000000220.1	1593	1382.13	632	6.18254
CPERKG00000000221.1	1170	959.125	1030	14.5198
CPERKG00000000222.1	1404	1193.13	91	1.03122
CPERKG00000000223.1	1390	1179.13	571	6.54747
CPERKG00000000224.1	680	470.222	3135	90.143
CPERKG00000000225.1	1376	1165.13	4107	47.6595
CPERKG00000000226.1	564	356.962	7	0.265139
CPERKG00000000227.1	1467	1256.13	51077	549.781
CPERKG00000000228.1	1100	889.125	1509	22.9469
CPERKG00000000229.1	2187	1976.13	148	1.01262
CPERKG00000000230.1	2281	2070.13	288	1.88102
CPERKG00000000231.1	1782	1571.13	153	1.31667
CPERKG00000000232.1	2700	2489.13	3716	20.1849
CPERKG00000000233.1	3323	3112.13	1035.29	4.49783
CPERKG00000000234.1	3444	3233.13	571.708	2.39083
CPERKG00000000235.1	1225	1014.13	3909.23	52.1191
CPERKG00000000236.1	2246	2035.13	4763.75	31.6486
CPERKG00000000236.2	2178	1967.13	200.254	1.37641
CPERKG00000000237.1	2193	1982.13	49	0.334243
CPERKG00000000238.1	2294	2083.13	101	0.655546
CPERKG00000000239.1	2823	2612.13	16189	83.796
CPERKG00000000240.1	3448	3237.13	56841	237.41
CPERKG00000000241.1	1548	1337.13	2791	28.2218
CPERKG00000000242.1	2148	1937.13	6299	43.9654
CPERKG00000000243.1	1503	1292.13	6287	65.7864
CPERKG00000000244.1	3842	3631.13	1651	6.14757
CPERKG00000000245.1	1970	1759.13	2990	22.9812
CPERKG00000000246.1	1697	1486.13	31556	287.094
CPERKG00000000247.1	577	369.483	3496	127.93
CPERKG00000000248.1	1008	797.125	2170	36.807
CPERKG00000000249.1	1740	1529.13	35	0.309473
CPERKG00000000250.1	2271	2060.13	506	3.32089
CPERKG00000000251.1	3616	3405.13	32	0.127062
CPERKG00000000252.1	2834	2623.13	779.735	4.01907
CPERKG00000000253.1	2459	2248.13	6557.26	39.4366
CPERKG00000000254.1	1969	1758.13	1570	12.0739
CPERKG00000000255.1	3202	2991.13	3260	14.736
CPERKG00000000256.1	2875	2664.13	2293	11.6372
CPERKG00000000257.1	1956	1745.13	0	0
CPERKG00000000258.1	1061	850.125	11267.7	179.205
CPERKG00000000259.1	1044	833.125	8342.3	135.386
CPERKG00000000260.1	1450	1239.13	898.66	9.80568
CPERKG00000000261.1	2202	1991.13	5018	34.0745
CPERKG00000000262.1	1325	1114.13	872	10.5823
CPERKG00000000263.1	5017	4806.13	2313.03	6.50703
CPERKG00000000264.1	1227	1016.13	852.973	11.3497
CPERKG00000000265.1	1736	1525.13	3794	33.6348
CPERKG00000000266.1	1446	1235.13	1518.64	16.6243
CPERKG00000000267.1	2097	1886.13	3704	26.552
CPERKG00000000268.1	3567	3356.13	1799	7.24754
CPERKG00000000269.1	2745	2534.13	783	4.17764
CPERKG00000000270.1	2436	2225.13	224	1.3611
CPERKG00000000271.1	1233	1022.13	1266	16.7466
CPERKG00000000272.1	3946	3735.13	5030	18.2079
CPERKG00000000273.1	237	81.3958	2371	393.846
CPERKG00000000274.1	3419	3208.13	65.4199	0.275712
CPERKG00000000275.1	2102	1891.13	130.58	0.933586
CPERKG00000000276.1	5140	4929.13	1388	3.8073
CPERKG00000000277.1	1752	1541.13	0	0
CPERKG00000000278.1	240	83.1714	7470	1214.35
CPERKG00000000279.1	1035	824.125	1965.48	32.2457
CPERKG00000000280.1	2363	2152.13	3692	23.1949
CPERKG00000000281.1	753	542.471	17354	432.534
CPERKG00000000282.1	2987	2776.13	1470	7.15939
CPERKG00000000283.1	1102	891.125	3361	50.9949
CPERKG00000000284.1	1238	1027.13	297.095	3.91084
CPERKG00000000284.2	1275	1064.13	3228.9	41.0261
CPERKG00000000285.1	1204	993.125	927	12.6204
CPERKG00000000286.1	3152	2941.13	29246	134.447
CPERKG00000000287.1	1984	1773.13	657	5.00983
CPERKG00000000288.1	1586	1375.13	279	2.74321
CPERKG00000000289.1	1839	1628.13	4683	38.8896
CPERKG00000000290.1	1192	981.125	3471	47.833
CPERKG00000000291.1	1255	1044.13	8843	114.51
CPERKG00000000292.1	1176	965.125	6948	97.336
CPERKG00000000293.1	2585	2374.13	1447	8.24067
CPERKG00000000294.1	1472	1261.13	89	0.954178
CPERKG00000000295.1	13848	13637.1	1282	1.27105
CPERKG00000000296.1	4298	4087.13	4356	14.4101
CPERKG00000000297.1	1365	1154.13	21189	248.23
CPERKG00000000298.1	523	317.892	9751	414.732
CPERKG00000000299.1	1546	1335.13	915	9.26609
CPERKG00000000300.1	1000	789.125	45047	771.822
CPERKG00000000301.1	1922	1711.13	1333	10.5328
CPERKG00000000302.1	1986	1775.13	565	4.30345
CPERKG00000000303.1	1620	1409.13	1115	10.6985
CPERKG00000000304.1	1442	1231.13	1392	15.2874
CPERKG00000000305.1	5687	5476.13	3721	9.18721
CPERKG00000000306.1	3420	3209.13	0	0
CPERKG00000000307.1	1518	1307.13	3707	38.3445
CPERKG00000000308.1	1601	1390.13	373	3.62787
CPERKG00000000309.1	2038	1827.13	2531.89	18.7358
CPERKG00000000310.1	1117	906.125	958.114	14.2964
CPERKG00000000311.1	2549	2338.13	9996	57.8037
CPERKG00000000312.1	1854	1643.13	2087	17.1731
CPERKG00000000313.1	2685	2474.13	3644	19.9138
CPERKG00000000314.1	815	604.19	13072	292.527
CPERKG00000000315.1	4179	3968.13	6848	23.3333
CPERKG00000000316.1	498	294.661	2566	117.742
CPERKG00000000317.1	1682	1471.13	954	8.76791
CPERKG00000000318.1	2076	1865.13	3659	26.5248
CPERKG00000000319.1	1734	1523.13	5180	45.9824
CPERKG00000000320.1	2886	2675.13	2204	11.1395
CPERKG00000000321.1	2889	2678.13	1260	6.36117
CPERKG00000000322.1	4566	4355.13	764.826	2.37443
CPERKG00000000323.1	2778	2567.13	565.174	2.97668
CPERKG00000000324.1	1580	1369.13	482	4.75994
CPERKG00000000325.1	5974	5763.13	1459	3.4229
CPERKG00000000326.1	2763	2552.13	3806	20.1634
CPERKG00000000327.1	1881	1670.13	3165	25.6225
CPERKG00000000328.1	2580	2369.13	773	4.41153
CPERKG00000000329.1	777	566.305	0	0
CPERKG00000000330.1	7468	7257.13	2333.91	4.34827
CPERKG00000000331.1	3348	3137.13	986.094	4.24995
CPERKG00000000332.1	957	746.125	7974	144.498
CPERKG00000000333.1	2112	1901.13	2683	19.0813
CPERKG00000000334.1	1917	1706.13	1277	10.1199
CPERKG00000000335.1	3489	3278.13	81	0.334085
CPERKG00000000336.1	3322	3111.13	17	0.0738803
CPERKG00000000337.1	1982	1771.13	1329	10.1455
CPERKG00000000338.1	1657	1446.13	7310	68.3453
CPERKG00000000339.1	1382	1171.13	969	11.1871
CPERKG00000000340.1	920	709.125	588	11.2112
CPERKG00000000341.1	1272	1061.13	3091	39.3849
CPERKG00000000342.1	1310	1099.13	12457.7	153.246
CPERKG00000000343.1	666	456.361	1310	38.8115
CPERKG00000000344.1	1104	893.125	2353	35.6211
CPERKG00000000345.1	3856	3645.13	151	0.560095
CPERKG00000000346.1	1903	1692.13	1243	9.93198
CPERKG00000000347.1	1917	1706.13	3837	30.4073
CPERKG00000000348.1	4902	4691.13	5354.39	15.4323
CPERKG00000000349.1	4407	4196.13	29.6098	0.095408
CPERKG00000000350.1	1460	1249.13	101	1.09323
CPERKG00000000351.1	1865	1654.13	1174	9.59615
CPERKG00000000352.1	5517	5306.13	3078.52	7.84445
CPERKG00000000353.1	1470	1259.13	2112.48	22.684
CPERKG00000000354.1	892	681.125	1941	38.5297
CPERKG00000000355.1	2925	2714.13	2634	13.1215
CPERKG00000000356.1	951	740.125	1072	19.5833
CPERKG00000000357.1	2227	2016.13	12334	82.7149
CPERKG00000000358.1	1296	1085.13	0	0
CPERKG00000000359.1	5208	4997.13	2157	5.83616
CPERKG00000000360.1	1587	1376.13	928	9.11774
CPERKG00000000361.1	3995	3784.13	39539	141.273
CPERKG00000000362.1	2793	2582.13	0	0
CPERKG00000000363.1	1107	896.125	630	9.50537
CPERKG00000000364.1	1080	869.125	10584	164.651
CPERKG00000000365.1	1176	965.125	33122	464.013
CPERKG00000000366.1	1735	1524.13	638	5.65975
CPERKG00000000367.1	5279	5068.13	1765	4.70863
CPERKG00000000368.1	3009	2798.13	3495	16.888
CPERKG00000000369.1	1254	1043.13	1704	22.0867
CPERKG00000000370.1	426	228.83	596	35.2153
CPERKG00000000371.1	2136	1925.13	399	2.80228
CPERKG00000000372.1	1731	1520.13	720	6.40399
CPERKG00000000373.1	1539	1328.13	2398	24.4122
CPERKG00000000374.1	1531	1320.13	1140	11.6758
CPERKG00000000375.1	3410	3199.13	1356	5.73094
CPERKG00000000376.1	1407	1196.13	0	0
CPERKG00000000377.1	1568	1357.13	3730	37.1609
CPERKG00000000378.1	3155	2944.13	2030	9.3226
CPERKG00000000379.1	1395	1184.13	0	0
CPERKG00000000380.1	1860	1649.13	1105	9.05954
CPERKG00000000381.1	3324	3113.13	19677.6	85.4619
CPERKG00000000381.2	3322	3111.13	163.417	0.710195
CPERKG00000000382.1	690	480.08	0	0
CPERKG00000000383.1	2419	2208.13	5533	33.8793
CPERKG00000000384.1	1163	952.125	9879	140.287
CPERKG00000000385.1	1784	1573.13	3	0.0257843
CPERKG00000000386.1	1739	1528.13	28	0.24774
CPERKG00000000387.1	3115	2904.13	5727.91	26.6673
CPERKG00000000388.1	729	518.63	224.088	5.84197
CPERKG00000000389.1	1913	1702.13	2130	16.9194
CPERKG00000000390.1	2070	1859.13	2136	15.5342
CPERKG00000000391.1	546	339.87	1.97549e-07	7.85888e-09
CPERKG00000000392.1	4257	4046.13	317	1.0593
CPERKG00000000393.1	2481	2270.13	2434	14.4967
CPERKG00000000394.1	456	256.287	2914	153.73
CPERKG00000000395.1	5319	5108.13	2182	5.77551
CPERKG00000000396.1	1701	1490.13	5160	46.8192
CPERKG00000000397.1	669	459.315	7114	209.412
CPERKG00000000398.1	1044	833.125	878	14.2489
CPERKG00000000399.1	2360	2149.13	1763	11.0914
CPERKG00000000400.1	2745	2534.13	2613	13.9415
CPERKG00000000401.1	1482	1271.13	0	0
CPERKG00000000402.1	13416	13205.1	1604	1.64233
CPERKG00000000403.1	1543	1332.13	2504	25.4148
CPERKG00000000404.1	4153	3942.13	920.976	3.15875
CPERKG00000000405.1	2530	2319.13	5280	30.7827
CPERKG00000000406.1	15252	15041.1	1472	1.3232
CPERKG00000000407.1	1388	1177.13	1149	13.1976
CPERKG00000000408.1	1028	817.125	1610	26.64
CPERKG00000000409.1	14845	14634.1	1924.24	1.77783
CPERKG00000000410.1	1539	1328.13	464.763	4.7314
CPERKG00000000411.1	1827	1616.13	506	4.23324
CPERKG00000000412.1	975	764.125	4026	71.2372
CPERKG00000000413.1	3636	3425.13	516	2.0369
CPERKG00000000414.1	1570	1359.13	19822	197.19
CPERKG00000000415.1	1722	1511.13	2474	22.1359
CPERKG00000000416.1	1178	967.125	1226	17.1398
CPERKG00000000417.1	3616	3405.13	458.544	1.82073
CPERKG00000000418.1	1410	1199.13	399.456	4.50404
CPERKG00000000419.1	1397	1186.13	14504	165.331
CPERKG00000000420.1	1516	1305.13	1464.44	15.1711
CPERKG00000000421.1	1319	1108.13	553	6.74736
CPERKG00000000422.1	1041	830.125	142762	2325.23
CPERKG00000000423.1	2719	2508.13	3002.76	16.1871
CPERKG00000000424.1	1284	1073.13	684.241	8.62096
CPERKG00000000425.1	1517	1306.13	1946	20.1444
CPERKG00000000426.1	4753	4542.13	1325.3	3.94504
CPERKG00000000427.1	2514	2303.13	83.7043	0.491392
CPERKG00000000428.1	1686	1475.13	841	7.7084
CPERKG00000000429.1	1788	1577.13	3072	26.3362
CPERKG00000000430.1	1556	1345.13	4911	49.3633
CPERKG00000000431.1	2694	2483.13	31117	169.432
CPERKG00000000432.1	2475	2264.13	2364.9	14.1224
CPERKG00000000433.1	1651	1440.13	256.102	2.40442
CPERKG00000000434.1	2195	1984.13	176	1.19934
CPERKG00000000435.1	2691	2480.13	396	2.15883
CPERKG00000000436.1	2500	2289.13	2852.16	16.8462
CPERKG00000000437.1	1595	1384.13	556	5.43121
CPERKG00000000438.1	2228	2017.13	2688	18.0175
CPERKG00000000439.1	2672	2461.13	541	2.97208
CPERKG00000000440.1	1028	817.125	2549	42.1773
CPERKG00000000441.1	5095	4884.13	1520.9	4.21029
CPERKG00000000442.1	477	275.863	609.097	29.8532
CPERKG00000000443.1	1035	824.125	3060	50.2025
CPERKG00000000444.1	9868	9657.13	1279	1.79069
CPERKG00000000445.1	879	668.125	31	0.627337
CPERKG00000000446.1	1810	1599.13	3634	30.7256
CPERKG00000000447.1	1877	1666.13	1941	15.7513
CPERKG00000000448.1	318	139.184	261	25.3541
CPERKG00000000449.1	1875	1664.13	308	2.50243
CPERKG00000000450.1	3237	3026.13	2841	12.6935
CPERKG00000000451.1	2039	1828.13	340	2.51461
CPERKG00000000452.1	1865	1654.13	1783	14.5741
CPERKG00000000453.1	1084	873.125	19147	296.498
CPERKG00000000454.1	1268	1057.13	730.107	9.33807
CPERKG00000000455.1	1135	924.125	52817.7	772.763
CPERKG00000000455.2	1479	1268.13	645.174	6.87879
CPERKG00000000456.1	405	210.53	1752	112.517
CPERKG00000000457.1	1981	1770.13	118	0.901313
CPERKG00000000458.1	2611	2400.13	12	0.0675997
CPERKG00000000459.1	1700	1489.13	48	0.43582
CPERKG00000000460.1	1379	1168.13	12663	146.57
CPERKG00000000461.1	1665	1454.13	51.4136	0.47805
CPERKG00000000462.1	1263	1052.13	21.5864	0.277403
CPERKG00000000463.1	915	704.125	378	7.25837
CPERKG00000000464.1	573	365.706	51020	1886.28
CPERKG00000000465.1	1728	1517.13	942	8.39512
CPERKG00000000466.1	5457	5246.13	360	0.927815
CPERKG00000000467.1	1113	902.125	313	4.6911
CPERKG00000000468.1	2477	2266.13	6040.36	36.0393
CPERKG00000000469.1	300	125.816	1169.64	125.693
CPERKG00000000470.1	3671	3460.13	2286	8.93268
CPERKG00000000471.1	2111	1900.13	986	7.01604
CPERKG00000000472.1	1626	1415.13	145	1.38539
CPERKG00000000473.1	2803	2592.13	1747	9.11243
CPERKG00000000474.1	1374	1163.13	0	0
CPERKG00000000475.1	600	391.869	8	0.276024
CPERKG00000000476.1	3520	3309.13	1177	4.80907
CPERKG00000000477.1	728	517.63	6176	161.319
CPERKG00000000478.1	291	119.172	10473	1188.21
CPERKG00000000479.1	1459	1248.13	7161	77.5734
CPERKG00000000480.1	2486	2275.13	3714	22.0716
CPERKG00000000481.1	2982	2771.13	2806.83	13.6949
CPERKG00000000482.1	2369	2158.13	2466.17	15.4505
CPERKG00000000483.1	2590	2379.13	1848	10.5022
CPERKG00000000484.1	3098	2887.13	1421	6.65466
CPERKG00000000485.1	1405	1194.13	4	0.0452905
CPERKG00000000486.1	1176	965.125	1866	26.1412
CPERKG00000000487.1	1020	809.125	1805	30.1619
CPERKG00000000488.1	861	650.125	11854	246.527
CPERKG00000000489.1	574	366.706	476	17.5504
CPERKG00000000490.1	1461	1250.13	1156	12.5026
CPERKG00000000491.1	801	590.19	1042	23.8711
CPERKG00000000492.1	4107	3896.13	2509	8.70693
CPERKG00000000493.1	2048	1837.13	1417.17	10.4299
CPERKG00000000494.1	1989	1778.13	3323.83	25.274
CPERKG00000000495.1	3498	3287.13	4913.64	20.2109
CPERKG00000000496.1	2148	1937.13	1039.36	7.25444
CPERKG00000000497.1	704	493.982	3458	94.648
CPERKG00000000498.1	1372	1161.13	1872	21.7984
CPERKG00000000499.1	2526	2315.13	3614	21.1063
